Config,PPL,Syco,Math,Base_PPL,Base_Syco,Base_Math,PPL_Delta,Syco_Delta,Math_Delta
L20_A0.2,9.419386863708496,0.7785,0.6512509476876421,9.381285667419434,0.774,0.6429112964366944,0.0381011962890625,0.0044999999999999485,0.00833965125094771
